"name","class","rating","status","constituency","connection","officer","proposal","priority","zip","af12","af13","af14","af15","af16","cap12","cap13","cap14","cap15","cap16","city","state","latitude","longitude"
"Perez, Joshua",NA,0,"Annual Fund Leadership","Parent","Modestly Connected",NA,788264,"Professorship","66012",312,0,1085,0,851,130000,210000,2e+05,150000,0,"Bonner Springs","KS",39.065703,-94.90453
"Misa, Jason",2011,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","56063",1531,0,0,1991,0,30000,0,0,30000,1e+05,"Madison Lake","MN",44.204121,-93.81923
"el-Sylla, Zaaida",1955,0,"Annual Fund Leadership","Alumn","Modestly Connected","al-Abdou, Tharwa",344275,"Professorship","36910",0,882,1745,0,1144,160000,0,60000,0,130000,"Jachin","AL",32.220752,-88.15471
"Sypert, Carl",NA,0,"Annual Fund Leadership","Parent","Somewhat Connected",NA,NA,"","96863",0,98,607,271,364,0,60000,90000,120000,130000,"M C B H Kaneohe Bay","HI",21.439867,-157.74772
"Harris, Larae",1971,NA,NA,"Alumn","Modestly Connected",NA,NA,"","53790",0,0,0,0,436,160000,0,0,1e+05,230000,"Madison","WI",43.06956,-89.423861
"Chea, Mariah",2009,790000,"Stewardship","Alumn","Very Connected","el-Salehi, Ziyaad",674604,"Math/Science Center","16114",2653,19,0,0,0,110000,40000,0,0,0,"Clarks Mills","PA",41.402438,-80.18346
"Cabral, Lee",1960,1300000,"Cultivation","Alumn","Somewhat Connected","Rodriguez, Nathan",NA,"","19092",0,0,0,160,560,70000,0,50000,1e+05,30000,"Philadelphia","PA",40.001811,-75.11787
"Myers, Katie",2001,NA,NA,"Alumn","Connected",NA,NA,"","55041",0,139,2030,1034,1406,80000,10000,0,110000,0,"Lake City","MN",44.42278,-92.2948
"al-Saeed, Shaamila",1978,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","14802",808,0,621,0,0,210000,0,90000,0,150000,"Alfred","NY",42.255694,-77.78904
"Xie, Phong",1998,0,"Not a Prospect","Alumn","Somewhat Connected",NA,15721,"Math/Science Center","55783",679,1370,1768,0,0,160000,110000,0,150000,140000,"Sturgeon Lake","MN",46.379971,-92.82748
"Miranda, Jenna",2011,0,"Annual Fund Leadership","Alumn","Very Connected",NA,810711,"Math/Science Center","13252",0,2192,577,372,249,140000,0,0,0,0,"Syracuse","NY",43.050966,-76.156696
"Tsosie, Summer",1959,NA,NA,"Alumn","Very Connected",NA,NA,"","37027",25,0,0,153,0,140000,10000,110000,10000,30000,"Brentwood","TN",36.007373,-86.79121
"Liang, James",2001,0,"Assessment","Alumn","Not Connected",NA,0,"Athletics","36206",0,1705,0,24,0,120000,0,260000,0,40000,"Anniston","AL",33.719701,-85.83166
"Ung, Daniel",2015,NA,NA,"Alumn","Connected",NA,NA,"","36280",0,523,2483,0,384,170000,0,80000,0,210000,"Woodland","AL",33.366136,-85.36501
"Peterson, Briana",1985,1210000,"Annual Fund Leadership","Alumn","Somewhat Connected","el-Salehi, Ziyaad",NA,"","32349",466,1244,1304,0,0,20000,30000,60000,10000,0,"Perry","FL",30.100578,-83.578106
"Parthasarathy, Prithviraj",1977,0,"Annual Fund Leadership","Alumn","Very Connected","Rodriguez, Nathan",NA,"","75350",0,594,1508,0,0,70000,220000,0,0,0,"Dallas","TX",32.767268,-96.777626
"al-Arif, Arhab",1991,0,"Annual Fund Leadership","Alumn","Connected",NA,NA,"","43986",0,1287,0,0,1100,280000,1e+05,0,0,0,"Jewett","OH",40.374942,-80.99193
"Villalobos-Chavez, Liliana",2008,580000,"Stewardship","Alumn","Very Connected","al-Abdou, Tharwa",NA,"","84103",217,0,0,0,0,80000,80000,40000,150000,60000,"Salt Lake City","UT",40.777746,-111.87491
"al-Jamail, Misbaah",NA,0,"Annual Fund Leadership","Parent","Connected",NA,NA,"","03255",123,0,688,0,266,210000,0,0,20000,0,"Newbury","NH",43.32582,-72.02654
"el-Beydoun, Aseel",1992,NA,NA,"Alumn","Modestly Connected",NA,NA,"","40603",312,1251,0,2065,0,80000,70000,110000,120000,1e+05,"Frankfort","KY",38.234133,-84.874809
"al-Soltani, Najaat",NA,4e+05,"Assessment","Parent","Connected","Ortega, Yesica",NA,"","34235",1273,0,1958,0,0,0,0,40000,0,130000,"Sarasota","FL",27.365549,-82.48659
"Fish, Brandon",1951,0,"Not a Prospect","Alumn","Connected",NA,NA,"","56065",1787,0,548,0,0,0,20000,130000,50000,0,"Mapleton","MN",43.931415,-93.92866
"Hooper, Tierra",2007,390000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","70811",1420,0,1042,2910,79,90000,0,1e+05,160000,60000,"Baton Rouge","LA",30.525121,-91.13185
"Kritzler, Nathan",2014,NA,NA,"Alumn","Modestly Connected",NA,NA,"","43702",0,0,286,1104,199,60000,80000,0,60000,2e+05,"Zanesville","OH",39.961236,-81.962539
"al-Farha, Mufeeda",2013,1510000,"Assessment","Alumn","Somewhat Connected","Ulibarri, Isaiah",NA,"","79518",0,312,0,1147,990,3e+05,250000,30000,70000,0,"Girard","TX",33.361766,-100.6895
"al-Allee, Haazima",1959,8e+05,"Annual Fund Leadership","Alumn","Connected","Redbird, Ian",115132,"Athletics","53072",0,565,0,762,0,130000,0,50000,110000,0,"Pewaukee","WI",43.076953,-88.268
"Simpson, Jordan",NA,NA,NA,"Parent","Somewhat Connected",NA,0,"Math/Science Center","57247",62,809,80,0,23,0,0,0,50000,140000,"Lake City","SD",45.725677,-97.42649
"Jones, Morgan",1978,NA,NA,"Alumn","Modestly Connected",NA,0,"Professorship","82073",528,0,755,0,2019,0,60000,90000,0,20000,"Laramie","WY",41.307065,-105.624667
"Purcelley, Stacey",2008,0,"Annual Fund Leadership","Alumn","Not Connected",NA,0,"Professorship","62088",734,476,0,0,605,0,2e+05,50000,220000,0,"Staunton","IL",39.011612,-89.78855
"Mata, Jerrica",2011,0,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","90651",437,340,0,1505,165,0,10000,1e+05,60000,140000,"Norwalk","CA",33.786594,-118.298662
"Afrifa, Rondisha",1973,0,"Solicitation","Alumn","Not Connected",NA,1385909,"Financial Aid","11362",1132,670,0,1199,2039,170000,0,0,160000,0,"Little Neck","NY",40.759686,-73.73322
"Chestnut, Laniece",NA,870000,"Not a Prospect","Parent","Somewhat Connected","Nguyen, Anshumaan",508458,"Financial Aid","14416",0,338,0,0,0,140000,20000,10000,0,60000,"Bergen","NY",43.067831,-77.99024
"Arvola, Brian",1970,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","21207",0,0,0,0,0,20000,0,0,0,0,"Gwynn Oak","MD",39.324406,-76.7176
"Talley, Joseph",1986,0,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","72422",0,83,0,0,1026,70000,0,110000,150000,110000,"Corning","AR",36.410344,-90.56479
"el-Aman, Uqbah",2014,80000,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,1468521,"Athletics","13737",315,1217,1271,164,1241,0,0,30000,0,220000,"Bible School Park","NY",42.080494,-76.097288
"Stewart, Breanna",1982,NA,NA,"Alumn","Connected",NA,676074,"Athletics","16670",526,1098,1458,0,1440,0,0,1e+05,50000,0,"Queen","PA",40.25915,-78.50652
"O'Connor, Lorrena",1973,6e+05,"Assessment","Alumn","Somewhat Connected","al-Shafi, Badri",NA,"","63373",82,2290,520,0,884,0,0,40000,20000,150000,"Portage Des Sioux","MO",38.935496,-90.3683
"Frasca, Erin",1996,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","70883",553,1112,912,0,1316,50000,0,0,110000,40000,"Baton Rouge","LA",30.51589,-91.080373
"Acosta-Hidalgo, Erika",1959,0,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","19344",1006,0,557,0,821,0,10000,0,110000,40000,"Honey Brook","PA",40.078045,-75.88488
"Brown, Kyra",1956,310000,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","12060",0,0,1047,0,499,120000,240000,0,0,0,"East Chatham","NY",42.41956,-73.50412
"el-Srour, Nawaal",2001,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","60686",1819,603,768,979,637,0,0,0,30000,0,"Chicago","IL",41.85,-87.65
"Adamson, Marriah",2010,0,"Annual Fund Leadership","Alumn","Very Connected",NA,1388499,"Financial Aid","67017",1650,0,108,765,0,150000,50000,0,90000,0,"Benton","KS",37.818158,-97.10839
"Marshall, Aaron",NA,0,"Not a Prospect","Parent","Somewhat Connected",NA,67045,"Athletics","79230",0,1178,593,724,369,90000,0,0,50000,40000,"Dodson","TX",34.698438,-100.06623
"Torrez-Suazo, Eduardo",1986,110000,"Not a Prospect","Alumn","Not Connected",NA,1534913,"Math/Science Center","78710",0,0,812,664,1778,0,60000,0,10000,110000,"Austin","TX",30.351953,-97.715123
"Harrison, Shantalle",1980,NA,NA,"Alumn","Connected",NA,0,"Athletics","67858",778,549,2056,0,0,0,130000,0,0,160000,"Sodville","KS",37.513348,-99.692418
"el-Mohammadi, Ghaaziya",NA,0,"Not a Prospect","Parent","Modestly Connected","el-Pirani, Sabriyya",NA,"","15258",0,187,0,0,0,10000,0,110000,0,70000,"Pittsburgh","PA",40.434436,-80.024817
"Chapman, Jameela",2011,0,"Not a Prospect","Alumn","Connected",NA,NA,"","30499",0,0,0,0,668,0,0,20000,110000,90000,"Reidsville","GA",32.050694,-81.998348
"Lopez, Ashley",1971,1860000,"Not a Prospect","Alumn","Connected",NA,571774,"Athletics","81137",2277,0,0,295,0,90000,50000,30000,10000,0,"Ignacio","CO",37.099348,-107.64223
"Harris, Paige",2004,NA,NA,"Alumn","Somewhat Connected",NA,608548,"Residence Hall","68355",0,0,596,0,2367,240000,0,20000,0,0,"Falls City","NE",40.097217,-95.58631
"Binol, Beau",2005,1320000,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","11030",0,0,0,1661,0,0,0,210000,0,80000,"Manhasset","NY",40.796752,-73.68935
"Clements, Celeste",2011,40000,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","77014",0,663,381,416,81,0,130000,0,90000,70000,"Houston","TX",29.979063,-95.47294
"Hernandez, Luz",2011,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,736058,"Athletics","49240",484,0,0,0,311,0,30000,140000,40000,120000,"Grass Lake","MI",42.284771,-84.18971
"el-Jalali, Manaal",1978,660000,"Not a Prospect","Alumn","Not Connected",NA,NA,"","60632",0,401,0,638,0,10000,0,190000,30000,50000,"Chicago","IL",41.809299,-87.7105
"el-Salman, Nizaar",NA,0,"Not a Prospect","Parent","Somewhat Connected","Gaytan, Ivan",NA,"","73726",633,0,0,1524,280,140000,50000,0,20000,0,"Carmen","OK",36.580451,-98.47567
"Root, Jennyfer",2003,0,"Annual Fund Leadership","Alumn","Very Connected",NA,934027,"Financial Aid","87455",0,320,608,785,0,0,130000,0,120000,90000,"Newcomb","NM",36.272472,-108.79107
"Phan, Danny",1992,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","63769",1267,0,779,0,0,0,30000,0,0,90000,"Oak Ridge","MO",37.509022,-89.76337
"el-Afzal, Ikram",2001,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","76345",1181,1465,308,0,1684,0,0,60000,40000,0,"Fort Worth","TX",32.38253,-98.404816
"Guyton, Brandon",2010,0,"Not a Prospect","Alumn","Modestly Connected",NA,1264310,"Financial Aid","41044",0,2488,1500,1435,1099,220000,0,180000,0,0,"Germantown","KY",38.63785,-83.96651
"el-Salam, Shaahida",2011,NA,NA,"Alumn","Connected",NA,NA,"","28150",0,0,533,370,0,120000,0,0,0,0,"Shelby","NC",35.315118,-81.55584
"Guttadore, Eunice",1952,1530000,"Assessment","Alumn","Connected","el-Salehi, Ziyaad",NA,"","16695",622,2,0,1416,0,210000,0,140000,10000,90000,"Woodbury","PA",40.217753,-78.37197
"Borbon, Matthew",1999,0,"Solicitation","Alumn","Not Connected",NA,NA,"","60501",0,0,1412,32,0,60000,60000,30000,0,150000,"Summit Argo","IL",41.784832,-87.81
"Robinson, Cassandra",1993,0,"Annual Fund Leadership","Alumn","Not Connected","Stone, Derek",NA,"","30292",999,0,0,1199,0,0,0,0,90000,40000,"Williamson","GA",33.169646,-84.37168
"Dixon, Nicole",2002,0,"Annual Fund Leadership","Alumn","Not Connected",NA,790757,"Athletics","20406",0,0,572,1187,891,0,130000,180000,0,0,"Washington","DC",38.893311,-77.014647
"Berens, Chandler",1990,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","37657",749,1253,1736,0,1516,0,0,0,0,10000,"Flag Pond","TN",36.011662,-82.56056
"Lafore, Hilda",1975,880000,"Assessment","Alumn","Somewhat Connected",NA,768431,"Financial Aid","67402",269,0,0,0,402,150000,0,1e+05,0,10000,"Salina","KS",38.78359,-97.650446
"Vigil, Tecumseh",1992,220000,"Assessment","Alumn","Connected","Ortega, Yesica",560423,"Math/Science Center","72469",560,0,0,520,676,50000,0,0,80000,0,"Strawberry","AR",35.961971,-91.33713
"Murad, Carolyn",2008,210000,"Solicitation","Alumn","Very Connected",NA,365721,"Residence Hall","19485",0,591,916,0,0,0,30000,90000,0,0,"Valley Forge","PA",40.211896,-75.35586
"Vo, Julian",1965,690000,"Not a Prospect","Alumn","Connected",NA,0,"Financial Aid","45714",403,570,732,1193,1051,0,0,10000,0,0,"Belpre","OH",39.297622,-81.5958
"Fortt, Tiara",1985,NA,NA,"Alumn","Somewhat Connected",NA,648296,"Financial Aid","55069",860,1020,1968,0,0,90000,40000,170000,40000,10000,"Rush City","MN",45.690784,-92.96843
"Harding, Elisa",1976,1390000,"Assessment","Alumn","Connected","Ulibarri, Isaiah",NA,"","04937",0,0,0,0,0,0,180000,60000,0,40000,"Fairfield","ME",44.603329,-69.63627
"Richardson, Sidney",1961,0,"Annual Fund Leadership","Alumn","Connected","Center, Victoria",NA,"","30427",1346,551,83,0,0,0,0,0,1e+05,1e+05,"Glennville","GA",31.945767,-81.93594
"Payne, David",2001,150000,"Solicitation","Alumn","Very Connected","el-Salehi, Ziyaad",NA,"","03826",2637,0,2055,1013,0,0,140000,40000,90000,0,"East Hampstead","NH",42.890357,-71.12296
"Martinez, Austin",2004,0,"Stewardship","Alumn","Very Connected",NA,132844,"Athletics","44085",1821,925,945,665,1019,130000,0,0,0,0,"Rome","OH",41.6128,-80.83579
"al-Wahba, Shaqeeq",1982,3e+05,"Assessment","Alumn","Very Connected",NA,0,"Athletics","87827",0,0,402,18,0,70000,0,10000,1e+05,0,"Pie Town","NM",34.387137,-108.14528
"Sanchez, Melissa",1953,NA,NA,"Alumn","Modestly Connected",NA,NA,"","49127",0,0,0,163,304,0,240000,0,0,0,"Stevensville","MI",42.015092,-86.51351
"Aikens, Moriah",NA,0,"Assessment","Parent","Connected",NA,0,"Residence Hall","75239",1565,775,901,0,0,0,0,0,220000,0,"Dallas","TX",32.767268,-96.777626
"Holguin, Rhea",1962,NA,NA,"Alumn","Somewhat Connected",NA,1676125,"Athletics","20268",0,0,0,0,304,0,0,30000,0,160000,"Washington","DC",38.893311,-77.014647
"Hogeland, Isha",1976,1390000,"Cultivation","Alumn","Modestly Connected","Spencer, Ruby",133227,"Residence Hall","49510",0,0,878,283,1559,80000,0,40000,90000,1e+05,"Grand Rapids","MI",43.031413,-85.550267
"Wu, Rachel",1972,480000,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","44311",653,140,503,1078,1805,0,90000,0,0,180000,"Akron","OH",41.063055,-81.51906
"Moreno, Rocio",1986,460000,"Cultivation","Alumn","Not Connected",NA,NA,"","42420",58,0,1780,0,914,70000,160000,160000,110000,170000,"Henderson","KY",37.825094,-87.56055
"Bashir, Karmilla",2016,410000,"Not a Prospect","Alumn","Not Connected",NA,922559,"Athletics","11730",583,0,0,0,0,0,20000,40000,0,60000,"East Islip","NY",40.72921,-73.18073
"Rosencrans, Alexander",1990,1030000,"Not a Prospect","Alumn","Modestly Connected","al-Shafi, Badri",NA,"","69027",0,370,0,2190,0,0,140000,0,0,40000,"Enders","NE",40.429297,-101.53601
"el-Salloum, Muneeb",1999,2e+06,"Assessment","Alumn","Not Connected",NA,NA,"","21040",0,0,140,741,70,20000,170000,0,0,0,"Edgewood","MD",39.427058,-76.30183
"al-Dib, Inaaya",2004,940000,"Stewardship","Alumn","Somewhat Connected",NA,NA,"","07410",645,0,815,1023,0,150000,0,0,0,0,"Fair Lawn","NJ",40.933943,-74.11671
"Batiste, Anthony",1950,NA,NA,"Alumn","Somewhat Connected",NA,739296,"Financial Aid","64687",704,785,972,0,0,140000,70000,40000,0,0,"Wakenda","MO",39.315544,-93.377455
"Roeber, Rebecca",NA,780000,"Cultivation","Parent","Modestly Connected","Nguyen, Anshumaan",NA,"","99653",886,509,0,0,910,160000,140000,20000,40000,0,"Port Alsworth","AK",60.102331,-154.55708
"Williams, Miranda",2004,0,"Cultivation","Alumn","Connected",NA,NA,"","43324",1619,0,662,0,0,20000,0,0,110000,0,"Huntsville","OH",40.460862,-83.83774
"Gutierrez, Klarissa",1978,1650000,"Assessment","Alumn","Connected",NA,0,"Athletics","17731",435,269,2049,0,0,0,0,220000,220000,0,"Eagles Mere","PA",41.414864,-76.58391
"Florez, Janett",1982,340000,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","12750",1911,661,0,296,1548,60000,10000,50000,130000,0,"Kenoza Lake","NY",41.729581,-74.961146
"Lombardi, Kelsey",1982,9e+05,"Not a Prospect","Alumn","Somewhat Connected","Ortega, Amanda",NA,"","05464",1844,581,578,79,1926,50000,140000,0,0,0,"Jeffersonville","VT",44.636283,-72.82257
"Carolina, Christopher",1970,540000,"Not a Prospect","Alumn","Connected","Ortega, Yesica",NA,"","80303",0,0,0,0,0,0,0,90000,180000,0,"Boulder","CO",39.989135,-105.22883
"Guerrero, India",1967,0,"Cultivation","Alumn","Not Connected",NA,81058,"Professorship","68512",661,0,831,0,0,10000,110000,0,0,30000,"Lincoln","NE",40.7448,-96.69574
"Lee, Michael",1950,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,0,"Athletics","29756",1113,119,0,16,0,2e+05,0,0,50000,180000,"Garden City","SC",33.595996,-79.001441
"Wiggins, Brittany",1969,480000,"Assessment","Alumn","Very Connected",NA,NA,"","38018",1658,0,0,161,0,170000,2e+05,230000,0,20000,"Cordova","TN",35.157681,-89.78249
"Rimmer, Matthew",NA,40000,"Annual Fund Leadership","Parent","Connected",NA,NA,"","28424",0,0,226,0,0,60000,0,50000,40000,160000,"Brunswick","NC",34.290716,-78.699417
"Eldridge, Kirk",1976,8e+05,"Not a Prospect","Alumn","Very Connected","el-Salehi, Ziyaad",206163,"Math/Science Center","43505",639,0,161,1931,0,80000,0,0,20000,50000,"Blakeslee","OH",41.523945,-84.730275
"al-Ameen, Katheer",1975,560000,"Cultivation","Alumn","Somewhat Connected","Rodriguez, Nathan",994109,"Math/Science Center","53234",1065,341,0,125,1312,0,0,10000,210000,0,"Milwaukee","WI",43.017412,-87.569664
"Summers, Khamel",1986,1830000,"Annual Fund Leadership","Alumn","Modestly Connected",NA,358226,"Financial Aid","30907",938,0,228,1753,1995,0,0,250000,160000,10000,"Augusta","GA",33.512541,-82.09491
"Mccabe, Ashlyn",1999,0,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","95925",210,364,254,0,0,0,0,0,0,0,"Challenge","CA",39.466279,-121.20936
"al-Yassin, Shaahir",1955,NA,NA,"Alumn","Modestly Connected",NA,NA,"","99662",1500,1892,0,897,1827,20000,70000,30000,0,0,"Scammon Bay","AK",61.783788,-165.53972
"Vue, Pamela",1991,1630000,"Cultivation","Alumn","Modestly Connected","Stone, Derek",NA,"","39189",569,389,1359,519,72,0,0,0,90000,0,"Walnut Grove","MS",32.601899,-89.42078
"Flowers, Amber",1955,1e+05,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","23681",92,0,0,191,0,40000,0,0,0,20000,"Hampton","VA",37.072658,-76.38992
"Eggleton, Michael",2003,0,"Annual Fund Leadership","Alumn","Connected",NA,NA,"","92647",0,0,0,718,0,0,60000,10000,0,0,"Huntington Beach","CA",33.725167,-118.00509
"Olivas, Soledad",1989,NA,NA,"Alumn","Modestly Connected",NA,NA,"","30427",538,42,1267,325,1430,0,20000,0,50000,0,"Glennville","GA",31.945767,-81.93594
"Lujan, James",NA,0,"Not a Prospect","Parent","Connected",NA,NA,"","14120",0,0,1453,0,185,0,80000,0,0,0,"North Tonawanda","NY",43.048156,-78.86338
"Quiel, Denita",1953,1180000,"Not a Prospect","Alumn","Connected","el-Salehi, Ziyaad",1045393,"Math/Science Center","85607",0,709,0,423,1536,0,60000,10000,20000,0,"Douglas","AZ",31.382775,-109.55035
"Vasquez, Cody",1994,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","38858",472,740,0,0,0,40000,0,0,0,0,"Nettleton","MS",34.082553,-88.58797
"Aragon, Ariana",1992,640000,"Assessment","Alumn","Connected","al-Abdou, Tharwa",303056,"Financial Aid","30506",818,1207,0,0,567,0,0,0,0,90000,"Gainesville","GA",34.346102,-83.901
"Valdez, Haileigh",1982,0,"Annual Fund Leadership","Alumn","Very Connected","Borenstein-Will, Alan",NA,"","25286",0,1347,794,0,1183,0,0,120000,40000,0,"Walton","WV",38.617139,-81.39537
"Montoya, Carlos",1978,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","80808",889,5,0,1189,1096,40000,170000,20000,0,0,"Calhan","CO",38.977375,-104.32017
"Yellowhorse Leon, Katelyn",2002,NA,NA,"Alumn","Very Connected",NA,NA,"","51448",821,603,834,0,558,0,120000,160000,140000,110000,"Kiron","IA",42.204515,-95.30928
"Fink, Allison",2016,0,"Not a Prospect","Alumn","Connected",NA,NA,"","74545",294,0,0,301,1361,150000,0,0,0,0,"Gowen","OK",34.877067,-95.47832
"Wright, Keynan",1977,NA,NA,"Alumn","Connected",NA,NA,"","11735",753,204,0,0,796,60000,0,0,1e+05,0,"Farmingdale","NY",40.725968,-73.44151
"Cobb, Meskerem",1992,0,"Assessment","Alumn","Connected",NA,NA,"","01075",1387,578,505,0,0,0,20000,0,110000,2e+05,"South Hadley","MA",42.234891,-72.58243
"Terry, Brianna",1994,NA,NA,"Alumn","Modestly Connected",NA,NA,"","57703",0,327,0,0,192,0,0,170000,20000,110000,"Rapid City","SD",44.05164,-103.13061
"al-Abdulla, Tayyib",2015,960000,"Assessment","Alumn","Very Connected","Redbird, Ian",NA,"","92134",611,1933,802,0,892,0,40000,0,50000,0,"San Diego","CA",32.562106,-117.07166
"Mcgee, Arianna",1969,NA,NA,"Alumn","Connected",NA,986005,"Residence Hall","48421",0,498,0,0,0,90000,0,0,50000,130000,"Columbiaville","MI",43.154173,-83.3933
"Liu, Sydney",1954,0,"Assessment","Alumn","Connected",NA,NA,"","61277",679,654,1546,407,1148,240000,0,0,270000,0,"Prophetstown","IL",41.612038,-89.93036
"Wang, Shen",1956,570000,"Cultivation","Alumn","Modestly Connected",NA,NA,"","79901",1525,303,456,2025,0,40000,0,0,0,0,"El Paso","TX",31.759558,-106.48011
"Sanders, Jocelyn",1962,1450000,"Stewardship","Alumn","Not Connected",NA,223049,"Professorship","33280",0,0,0,0,558,0,60000,40000,0,80000,"Miami","FL",25.558428,-80.458168
"Sanchez-Trujillo, Hector",1958,NA,NA,"Alumn","Connected",NA,NA,"","70835",0,0,2125,0,1663,170000,0,0,1e+05,0,"Baton Rouge","LA",30.51589,-91.080373
"Johnson, Samantha",1978,890000,"Cultivation","Alumn","Connected","Nguyen, Anshumaan",164940,"Math/Science Center","94931",0,338,0,1362,843,30000,0,0,50000,0,"Cotati","CA",38.328614,-122.71044
"Jones, Samone",1999,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,1502380,"Residence Hall","25984",1384,408,405,0,783,0,30000,0,0,1e+05,"Rupert","WV",37.981358,-80.66798
"Thomas, Keanna",2004,1690000,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","95410",867,0,354,683,2186,70000,30000,0,140000,80000,"Albion","CA",39.216157,-123.71376
"el-Abraham, Suwailim",2008,NA,NA,"Alumn","Not Connected",NA,664915,"Athletics","19407",1432,295,98,1056,979,1e+05,0,140000,0,20000,"Audubon","PA",40.211896,-75.35586
"Nishida, Andrea Eun",1983,8e+05,"Stewardship","Alumn","Not Connected",NA,NA,"","27610",0,789,0,521,669,80000,60000,0,50000,30000,"Raleigh","NC",35.767829,-78.5861
"al-Mitri, Muammar",1964,120000,"Cultivation","Alumn","Connected","al-Shafi, Badri",NA,"","36370",0,229,40,861,79,90000,30000,0,0,0,"Pansey","AL",31.141962,-85.15675
"Ceron, Joshua",2005,1260000,"Solicitation","Alumn","Somewhat Connected",NA,0,"Athletics","31645",0,0,760,2390,652,0,50000,0,20000,150000,"Ray City","GA",31.070627,-83.20286
"Hart, Micayla",NA,90000,"Annual Fund Leadership","Parent","Connected",NA,NA,"","71860",1411,0,0,1039,0,80000,10000,0,80000,40000,"Stamps","AR",33.35996,-93.49293
"Gracey, Heather",2014,0,"Annual Fund Leadership","Alumn","Connected",NA,0,"Unresistricted","47320",0,1045,900,232,0,160000,0,50000,120000,0,"Albany","IN",40.290747,-85.25293
"Powless, Whitney",1974,250000,"Stewardship","Alumn","Modestly Connected","Nguyen, Anshumaan",NA,"","30377",302,0,0,424,2105,20000,70000,0,80000,0,"Atlanta","GA",33.844371,-84.47405
"Moon, Paige",1991,1700000,"Solicitation","Alumn","Very Connected",NA,557795,"Athletics","91203",0,0,0,0,1126,0,40000,90000,150000,90000,"Glendale","CA",34.152757,-118.2658
"Ferguson, Levi",2005,920000,"Cultivation","Alumn","Not Connected",NA,1267915,"Residence Hall","87824",897,0,0,0,0,140000,110000,0,150000,0,"Luna","NM",33.879513,-108.91977
"Foster, Donald",1953,NA,NA,"Alumn","Modestly Connected",NA,440273,"Financial Aid","73017",2090,0,0,537,0,0,140000,0,0,0,"Cement","OK",34.932493,-98.11946
"Shobe, Aaron",2001,730000,"Not a Prospect","Alumn","Somewhat Connected","Ortega, Amanda",NA,"","15448",1919,0,1626,574,1665,60000,0,1e+05,170000,40000,"Jacobs Creek","PA",40.134792,-79.74272
"Labossiere, Alyssa",1957,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,NA,"","75236",0,859,0,43,0,0,0,0,50000,10000,"Dallas","TX",32.685533,-96.91746
"Ortivez-Stracha, Matthew",1974,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","36617",0,553,379,873,1462,170000,0,0,0,250000,"Mobile","AL",30.717539,-88.09609
"Sims, Quajhonae",2003,1240000,"Cultivation","Alumn","Connected",NA,NA,"","29143",0,453,0,0,0,0,70000,0,0,0,"Sardinia","SC",33.688373,-80.208109
"Bean, Anna",1956,230000,"Not a Prospect","Alumn","Not Connected",NA,428586,"Professorship","97534",913,1321,638,0,0,40000,0,0,0,70000,"O Brien","OR",42.055397,-123.7031
"Choo, John",1958,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","01653",0,1141,126,0,167,110000,0,40000,90000,90000,"Worcester","MA",42.364807,-71.896868
"Favela, Karina",1984,NA,NA,"Alumn","Modestly Connected",NA,NA,"","11766",0,0,0,0,1532,0,0,40000,0,0,"Mount Sinai","NY",40.929242,-73.01317
"Kerford, Paula",NA,0,"Annual Fund Leadership","Parent","Somewhat Connected",NA,NA,"","70538",0,215,0,0,1358,0,150000,0,0,0,"Franklin","LA",29.759314,-91.52561
"Williams, Victoria",2010,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","40379",0,0,138,0,0,0,70000,90000,120000,0,"Stamping Ground","KY",38.29617,-84.69614
